Partido,Temporada,Jornada,Local,Visitante,Goles Local,Goles Visitante,Fecha,Timestamp
42313,2014-15,9,Llagostera,Mallorca,1,4,19/10/2014,1413702000.0
42314,2014-15,9,Las Palmas,Numancia,2,0,19/10/2014,1413702000.0
42315,2014-15,9,Leganes,Betis,1,0,19/10/2014,1413702000.0
42316,2014-15,9,Barcelona Atl̬tic,Alcorcon,4,1,19/10/2014,1413702000.0
42317,2014-15,10,Mallorca,Sabadell,1,0,25/10/2014,1414220400.0
42318,2014-15,10,Racing de Santander,Alaves,1,1,25/10/2014,1414220400.0
42319,2014-15,10,Betis,Recreativo de Huelva,3,2,25/10/2014,1414220400.0
42320,2014-15,10,Ponferradina,Las Palmas,2,2,25/10/2014,1414220400.0
42321,2014-15,10,Albacete,Valladolid,3,4,26/10/2014,1414306800.0
42322,2014-15,10,Lugo,Llagostera,1,1,26/10/2014,1414306800.0
42323,2014-15,10,Sporting de Gijon,Osasuna,2,0,26/10/2014,1414306800.0
42324,2014-15,10,Girona,Mirandes,3,0,26/10/2014,1414306800.0
42325,2014-15,10,Alcorcon,Real Zaragoza,1,3,26/10/2014,1414306800.0
42326,2014-15,10,Tenerife,Barcelona Atl̬tic,2,0,26/10/2014,1414306800.0
42327,2014-15,10,Numancia,Leganes,1,1,26/10/2014,1414306800.0
42328,2014-15,11,Mallorca,Lugo,2,1,01/11/2014,1414825200.0
42329,2014-15,11,Alaves,Alcorcon,1,1,01/11/2014,1414825200.0
42330,2014-15,11,Barcelona Atl̬tic,Sporting de Gijon,0,0,01/11/2014,1414825200.0
42331,2014-15,11,Llagostera,Racing de Santander,0,2,01/11/2014,1414825200.0
42332,2014-15,11,Las Palmas,Albacete,2,1,01/11/2014,1414825200.0
42333,2014-15,11,Sabadell,Mirandes,3,2,01/11/2014,1414825200.0
42334,2014-15,11,Osasuna,Betis,3,2,02/11/2014,1414911600.0
42335,2014-15,11,Valladolid,Girona,2,1,02/11/2014,1414911600.0
42336,2014-15,11,Recreativo de Huelva,Numancia,0,3,02/11/2014,1414911600.0
42337,2014-15,11,Leganes,Ponferradina,1,1,02/11/2014,1414911600.0
42338,2014-15,11,Real Zaragoza,Tenerife,2,3,03/11/2014,1415001600.0
42339,2014-15,12,Mirandes,Valladolid,0,0,08/11/2014,1415433600.0
42340,2014-15,12,Betis,Barcelona Atl̬tic,1,0,08/11/2014,1415433600.0
42341,2014-15,12,Albacete,Leganes,1,0,08/11/2014,1415433600.0
42342,2014-15,12,Numancia,Osasuna,0,0,08/11/2014,1415433600.0
42343,2014-15,12,Girona,Las Palmas,1,2,08/11/2014,1415433600.0
42344,2014-15,12,Alcorcon,Llagostera,2,0,08/11/2014,1415433600.0
42345,2014-15,12,Sporting de Gijon,Real Zaragoza,3,1,09/11/2014,1415520000.0
42346,2014-15,12,Lugo,Sabadell,2,1,09/11/2014,1415520000.0
42347,2014-15,12,Ponferradina,Recreativo de Huelva,3,3,09/11/2014,1415520000.0
42348,2014-15,12,Tenerife,Alaves,1,1,09/11/2014,1415520000.0
42349,2014-15,12,Racing de Santander,Mallorca,0,1,09/11/2014,1415520000.0
42350,2014-15,13,Mallorca,Alcorcon,1,1,15/11/2014,1416038400.0
42351,2014-15,13,Leganes,Girona,1,2,15/11/2014,1416038400.0
42352,2014-15,13,Las Palmas,Mirandes,0,0,15/11/2014,1416038400.0
42353,2014-15,13,Alaves,Sporting de Gijon,0,0,15/11/2014,1416038400.0
42354,2014-15,13,Barcelona Atl̬tic,Numancia,1,1,15/11/2014,1416038400.0
42355,2014-15,13,Sabadell,Valladolid,0,0,15/11/2014,1416038400.0
42356,2014-15,13,Osasuna,Ponferradina,0,1,15/11/2014,1416038400.0
42357,2014-15,13,Lugo,Racing de Santander,0,0,16/11/2014,1416124800.0
42358,2014-15,13,Recreativo de Huelva,Albacete,4,1,16/11/2014,1416124800.0
42359,2014-15,13,Llagostera,Tenerife,2,0,16/11/2014,1416124800.0
42360,2014-15,13,Real Zaragoza,Betis,2,2,16/11/2014,1416124800.0
42361,2014-15,14,Racing de Santander,Sabadell,3,1,22/11/2014,1416643200.0
42362,2014-15,14,Ponferradina,Barcelona Atl̬tic,4,4,22/11/2014,1416643200.0
42363,2014-15,14,Sporting de Gijon,Llagostera,0,0,22/11/2014,1416643200.0
42364,2014-15,14,Numancia,Real Zaragoza,2,0,22/11/2014,1416643200.0
42365,2014-15,14,Tenerife,Mallorca,0,0,22/11/2014,1416643200.0
42366,2014-15,14,Valladolid,Las Palmas,1,2,23/11/2014,1416729600.0
42367,2014-15,14,Girona,Recreativo de Huelva,2,0,23/11/2014,1416729600.0
42368,2014-15,14,Mirandes,Leganes,1,0,23/11/2014,1416729600.0
42369,2014-15,14,Betis,Alaves,1,2,23/11/2014,1416729600.0
42370,2014-15,14,Albacete,Osasuna,2,0,23/11/2014,1416729600.0
42371,2014-15,14,Alcorcon,Lugo,1,0,23/11/2014,1416729600.0
42372,2014-15,15,Alaves,Numancia,0,2,29/11/2014,1417248000.0
42373,2014-15,15,Osasuna,Girona,0,0,29/11/2014,1417248000.0
42374,2014-15,15,Llagostera,Betis,0,2,29/11/2014,1417248000.0
42375,2014-15,15,Leganes,Valladolid,1,0,29/11/2014,1417248000.0
42376,2014-15,15,Mallorca,Sporting de Gijon,0,1,30/11/2014,1417334400.0
42377,2014-15,15,Racing de Santander,Alcorcon,0,1,30/11/2014,1417334400.0
42378,2014-15,15,Barcelona Atl̬tic,Albacete,1,2,30/11/2014,1417334400.0
42379,2014-15,15,Recreativo de Huelva,Mirandes,0,1,30/11/2014,1417334400.0
42380,2014-15,15,Real Zaragoza,Ponferradina,4,1,30/11/2014,1417334400.0
42381,2014-15,15,Lugo,Tenerife,1,0,30/11/2014,1417334400.0
42382,2014-15,15,Sabadell,Las Palmas,2,2,10/12/2014,1418198400.0
42383,2014-15,16,Numancia,Llagostera,3,2,06/12/2014,1417852800.0
42384,2014-15,16,Mirandes,Osasuna,1,0,06/12/2014,1417852800.0
42385,2014-15,16,Las Palmas,Leganes,1,0,06/12/2014,1417852800.0
42386,2014-15,16,Ponferradina,Alaves,2,1,06/12/2014,1417852800.0
42387,2014-15,16,Girona,Barcelona Atl̬tic,0,1,07/12/2014,1417939200.0
42388,2014-15,16,Alcorcon,Sabadell,3,2,07/12/2014,1417939200.0
42389,2014-15,16,Sporting de Gijon,Lugo,2,1,07/12/2014,1417939200.0
42390,2014-15,16,Valladolid,Recreativo de Huelva,1,0,07/12/2014,1417939200.0
42391,2014-15,16,Tenerife,Racing de Santander,1,0,07/12/2014,1417939200.0
42392,2014-15,16,Betis,Mallorca,1,0,08/12/2014,1418025600.0
42393,2014-15,16,Albacete,Real Zaragoza,2,2,08/12/2014,1418025600.0
42394,2014-15,17,Racing de Santander,Sporting de Gijon,1,1,13/12/2014,1418457600.0
42395,2014-15,17,Barcelona Atl̬tic,Mirandes,1,3,13/12/2014,1418457600.0
42396,2014-15,17,Lugo,Betis,0,1,13/12/2014,1418457600.0
42397,2014-15,17,Recreativo de Huelva,Las Palmas,2,4,13/12/2014,1418457600.0
42398,2014-15,17,Osasuna,Valladolid,2,1,14/12/2014,1418544000.0
42399,2014-15,17,Mallorca,Numancia,1,1,14/12/2014,1418544000.0
42400,2014-15,17,Llagostera,Ponferradina,3,1,14/12/2014,1418544000.0
42401,2014-15,17,Real Zaragoza,Girona,2,1,14/12/2014,1418544000.0
42402,2014-15,17,Alaves,Albacete,2,1,14/12/2014,1418544000.0
42403,2014-15,17,Alcorcon,Tenerife,0,0,14/12/2014,1418544000.0
42404,2014-15,17,Sabadell,Leganes,1,2,14/12/2014,1418544000.0
42405,2014-15,18,Girona,Alaves,2,2,20/12/2014,1419062400.0
42406,2014-15,18,Ponferradina,Mallorca,3,1,20/12/2014,1419062400.0
42407,2014-15,18,Mirandes,Real Zaragoza,1,1,20/12/2014,1419062400.0
42408,2014-15,18,Tenerife,Sabadell,1,0,20/12/2014,1419062400.0
42409,2014-15,18,Numancia,Lugo,6,6,20/12/2014,1419062400.0
42410,2014-15,18,Betis,Racing de Santander,2,0,21/12/2014,1419148800.0
42411,2014-15,18,Albacete,Llagostera,0,2,21/12/2014,1419148800.0
42412,2014-15,18,Sporting de Gijon,Alcorcon,2,1,21/12/2014,1419148800.0
42413,2014-15,18,Las Palmas,Osasuna,1,2,21/12/2014,1419148800.0
42414,2014-15,18,Leganes,Recreativo de Huelva,2,0,21/12/2014,1419148800.0
42415,2014-15,18,Valladolid,Barcelona Atl̬tic,7,0,21/12/2014,1419148800.0
42416,2014-15,19,Alaves,Mirandes,1,3,03/01/2015,1420272000.0
42417,2014-15,19,Mallorca,Albacete,2,0,03/01/2015,1420272000.0
42418,2014-15,19,Llagostera,Girona,1,2,03/01/2015,1420272000.0
42419,2014-15,19,Osasuna,Leganes,2,1,03/01/2015,1420272000.0
42420,2014-15,19,Barcelona Atl̬tic,Las Palmas,0,2,03/01/2015,1420272000.0
42421,2014-15,19,Real Zaragoza,Valladolid,0,2,04/01/2015,1420358400.0
42422,2014-15,19,Lugo,Ponferradina,0,0,04/01/2015,1420358400.0
42423,2014-15,19,Sabadell,Recreativo de Huelva,1,0,04/01/2015,1420358400.0
42424,2014-15,19,Tenerife,Sporting de Gijon,1,1,04/01/2015,1420358400.0
42425,2014-15,19,Alcorcon,Betis,0,0,04/01/2015,1420358400.0
42426,2014-15,19,Racing de Santander,Numancia,1,1,04/01/2015,1420358400.0
42427,2014-15,20,Leganes,Barcelona Atl̬tic,2,0,10/01/2015,1420876800.0
42428,2014-15,20,Albacete,Lugo,3,0,10/01/2015,1420876800.0
42429,2014-15,20,Girona,Mallorca,0,0,10/01/2015,1420876800.0
42430,2014-15,20,Recreativo de Huelva,Osasuna,1,1,10/01/2015,1420876800.0
42431,2014-15,20,Betis,Tenerife,3,1,10/01/2015,1420876800.0
42432,2014-15,20,Las Palmas,Real Zaragoza,5,3,11/01/2015,1420963200.0
42433,2014-15,20,Numancia,Alcorcon,2,2,11/01/2015,1420963200.0
42434,2014-15,20,Sabadell,Sporting de Gijon,2,2,11/01/2015,1420963200.0
42435,2014-15,20,Mirandes,Llagostera,1,0,11/01/2015,1420963200.0
42436,2014-15,20,Valladolid,Alaves,2,0,11/01/2015,1420963200.0
42437,2014-15,20,Ponferradina,Racing de Santander,1,1,11/01/2015,1420963200.0
42438,2014-15,21,Osasuna,Sabadell,0,0,17/01/2015,1421481600.0
42439,2014-15,21,Lugo,Girona,1,2,17/01/2015,1421481600.0
42440,2014-15,21,Racing de Santander,Albacete,1,0,17/01/2015,1421481600.0
42441,2014-15,21,Alaves,Las Palmas,1,1,17/01/2015,1421481600.0
42442,2014-15,21,Sporting de Gijon,Betis,1,2,18/01/2015,1421568000.0
42443,2014-15,21,Mallorca,Mirandes,2,0,18/01/2015,1421568000.0
42444,2014-15,21,Llagostera,Valladolid,2,0,18/01/2015,1421568000.0
42445,2014-15,21,Barcelona Atl̬tic,Recreativo de Huelva,3,1,18/01/2015,1421568000.0
42446,2014-15,21,Tenerife,Numancia,0,0,18/01/2015,1421568000.0
42447,2014-15,21,Real Zaragoza,Leganes,2,0,18/01/2015,1421568000.0
42448,2014-15,21,Alcorcon,Ponferradina,1,1,18/01/2015,1421568000.0
42449,2014-15,22,Alaves,Leganes,2,0,24/01/2015,1422086400.0
42450,2014-15,22,Betis,Sabadell,2,0,24/01/2015,1422086400.0
42451,2014-15,22,Real Zaragoza,Recreativo de Huelva,2,0,24/01/2015,1422086400.0
42452,2014-15,22,Tenerife,Ponferradina,0,1,24/01/2015,1422086400.0
42453,2014-15,22,Mallorca,Valladolid,1,5,25/01/2015,1422172800.0
42454,2014-15,22,Barcelona Atl̬tic,Osasuna,0,1,25/01/2015,1422172800.0
42455,2014-15,22,Sporting de Gijon,Numancia,3,0,25/01/2015,1422172800.0
42456,2014-15,22,Alcorcon,Albacete,2,3,25/01/2015,1422172800.0
42457,2014-15,22,Racing de Santander,Girona,0,1,25/01/2015,1422172800.0
42458,2014-15,22,Llagostera,Las Palmas,0,0,25/01/2015,1422172800.0
42459,2014-15,22,Lugo,Mirandes,1,1,25/01/2015,1422172800.0
42460,2014-15,23,Sabadell,Barcelona Atl̬tic,1,4,31/01/2015,1422691200.0
42461,2014-15,23,Albacete,Tenerife,3,2,31/01/2015,1422691200.0
42462,2014-15,23,Ponferradina,Sporting de Gijon,0,2,31/01/2015,1422691200.0
42463,2014-15,23,Numancia,Betis,1,1,31/01/2015,1422691200.0
42464,2014-15,23,Leganes,Llagostera,2,0,31/01/2015,1422691200.0
42465,2014-15,23,Las Palmas,Mallorca,2,1,31/01/2015,1422691200.0
42466,2014-15,23,Mirandes,Racing de Santander,0,2,31/01/2015,1422691200.0
42467,2014-15,23,Recreativo de Huelva,Alaves,0,0,01/02/2015,1422777600.0
42468,2014-15,23,Girona,Alcorcon,3,0,01/02/2015,1422777600.0
42469,2014-15,23,Valladolid,Lugo,0,0,01/02/2015,1422777600.0
42470,2014-15,23,Osasuna,Real Zaragoza,0,1,10/02/2015,1423555200.0
42471,2014-15,24,Real Zaragoza,Barcelona Atl̬tic,4,0,07/02/2015,1423296000.0
42472,2014-15,24,Racing de Santander,Valladolid,1,4,07/02/2015,1423296000.0
42473,2014-15,24,Llagostera,Recreativo de Huelva,1,0,07/02/2015,1423296000.0
42474,2014-15,24,Alcorcon,Mirandes,2,2,07/02/2015,1423296000.0
42475,2014-15,24,Lugo,Las Palmas,2,1,08/02/2015,1423382400.0
42476,2014-15,24,Mallorca,Leganes,0,2,08/02/2015,1423382400.0
42477,2014-15,24,Sporting de Gijon,Albacete,2,1,08/02/2015,1423382400.0
42478,2014-15,24,Numancia,Sabadell,3,0,08/02/2015,1423382400.0
42479,2014-15,24,Tenerife,Girona,0,1,08/02/2015,1423382400.0
42480,2014-15,24,Betis,Ponferradina,1,1,08/02/2015,1423382400.0
42481,2014-15,24,Alaves,Osasuna,3,0,18/03/2015,1426662000.0
42482,2014-15,25,Osasuna,Llagostera,0,1,14/02/2015,1423900800.0
42483,2014-15,25,Recreativo de Huelva,Mallorca,0,0,14/02/2015,1423900800.0
42484,2014-15,25,Barcelona Atl̬tic,Alaves,0,0,14/02/2015,1423900800.0
42485,2014-15,25,Mirandes,Tenerife,1,1,14/02/2015,1423900800.0
42486,2014-15,25,Girona,Sporting de Gijon,0,0,15/02/2015,1423987200.0
42487,2014-15,25,Valladolid,Alcorcon,1,0,15/02/2015,1423987200.0
42488,2014-15,25,Ponferradina,Numancia,1,2,15/02/2015,1423987200.0
42489,2014-15,25,Sabadell,Real Zaragoza,0,0,15/02/2015,1423987200.0
42490,2014-15,25,Las Palmas,Racing de Santander,1,0,15/02/2015,1423987200.0
42491,2014-15,25,Albacete,Betis,0,0,15/02/2015,1423987200.0
42492,2014-15,25,Leganes,Lugo,2,0,15/02/2015,1423987200.0
42493,2014-15,26,Racing de Santander,Leganes,1,2,21/02/2015,1424505600.0
42494,2014-15,26,Mallorca,Osasuna,3,0,21/02/2015,1424505600.0
42495,2014-15,26,Alcorcon,Las Palmas,0,0,21/02/2015,1424505600.0
42496,2014-15,26,Betis,Girona,2,1,21/02/2015,1424505600.0
42497,2014-15,26,Lugo,Recreativo de Huelva,2,1,22/02/2015,1424592000.0
42498,2014-15,26,Ponferradina,Sabadell,3,0,22/02/2015,1424592000.0
42499,2014-15,26,Llagostera,Barcelona Atl̬tic,1,0,22/02/2015,1424592000.0
42500,2014-15,26,Sporting de Gijon,Mirandes,4,1,22/02/2015,1424592000.0
42501,2014-15,26,Tenerife,Valladolid,2,0,22/02/2015,1424592000.0
42502,2014-15,26,Alaves,Real Zaragoza,4,0,22/02/2015,1424592000.0
42503,2014-15,26,Numancia,Albacete,1,1,22/02/2015,1424592000.0
42504,2014-15,27,Osasuna,Lugo,0,2,28/02/2015,1425110400.0
42505,2014-15,27,Sabadell,Alaves,2,1,28/02/2015,1425110400.0
42506,2014-15,27,Valladolid,Sporting de Gijon,3,0,28/02/2015,1425110400.0
42507,2014-15,27,Barcelona Atl̬tic,Mallorca,2,4,28/02/2015,1425110400.0
42508,2014-15,27,Las Palmas,Tenerife,1,1,01/03/2015,1425196800.0
42509,2014-15,27,Recreativo de Huelva,Racing de Santander,1,0,01/03/2015,1425196800.0
42510,2014-15,27,Albacete,Ponferradina,2,1,01/03/2015,1425196800.0
42511,2014-15,27,Girona,Numancia,2,1,01/03/2015,1425196800.0
42512,2014-15,27,Mirandes,Betis,0,0,01/03/2015,1425196800.0
42513,2014-15,27,Real Zaragoza,Llagostera,2,2,01/03/2015,1425196800.0
42514,2014-15,27,Leganes,Alcorcon,1,2,01/03/2015,1425196800.0
42515,2014-15,28,Numancia,Mirandes,1,0,07/03/2015,1425715200.0
42516,2014-15,28,Lugo,Barcelona Atl̬tic,3,2,07/03/2015,1425715200.0
42517,2014-15,28,Racing de Santander,Osasuna,2,0,07/03/2015,1425715200.0
42518,2014-15,28,Tenerife,Leganes,1,0,07/03/2015,1425715200.0
42519,2014-15,28,Albacete,Sabadell,0,0,07/03/2015,1425715200.0
42520,2014-15,28,Betis,Valladolid,4,0,08/03/2015,1425801600.0
42521,2014-15,28,Llagostera,Alaves,3,1,08/03/2015,1425801600.0
42522,2014-15,28,Ponferradina,Girona,3,0,08/03/2015,1425801600.0
42523,2014-15,28,Mallorca,Real Zaragoza,3,2,08/03/2015,1425801600.0
42524,2014-15,28,Sporting de Gijon,Las Palmas,1,1,08/03/2015,1425801600.0
42525,2014-15,28,Alcorcon,Recreativo de Huelva,1,1,08/03/2015,1425801600.0
42526,2014-15,29,Osasuna,Alcorcon,1,1,14/03/2015,1426316400.0
42527,2014-15,29,Sabadell,Llagostera,1,1,14/03/2015,1426316400.0
42528,2014-15,29,Alaves,Mallorca,2,0,14/03/2015,1426316400.0
42529,2014-15,29,Leganes,Sporting de Gijon,0,1,14/03/2015,1426316400.0
42530,2014-15,29,Real Zaragoza,Lugo,0,0,14/03/2015,1426316400.0
42531,2014-15,29,Recreativo de Huelva,Tenerife,1,1,14/03/2015,1426316400.0
42532,2014-15,29,Valladolid,Numancia,4,0,14/03/2015,1426316400.0
42533,2014-15,29,Las Palmas,Betis,0,3,15/03/2015,1426402800.0
42534,2014-15,29,Mirandes,Ponferradina,2,1,15/03/2015,1426402800.0
42535,2014-15,29,Girona,Albacete,2,2,15/03/2015,1426402800.0
42536,2014-15,29,Barcelona Atl̬tic,Racing de Santander,1,1,15/03/2015,1426402800.0
42537,2014-15,30,Mallorca,Llagostera,0,1,21/03/2015,1426921200.0
42538,2014-15,30,Alcorcon,Barcelona Atl̬tic,3,1,21/03/2015,1426921200.0
42539,2014-15,30,Betis,Leganes,1,3,21/03/2015,1426921200.0
42540,2014-15,30,Numancia,Las Palmas,4,2,21/03/2015,1426921200.0
42541,2014-15,30,Albacete,Mirandes,0,0,21/03/2015,1426921200.0
42542,2014-15,30,Racing de Santander,Real Zaragoza,0,2,22/03/2015,1427007600.0
42543,2014-15,30,Lugo,Alaves,3,2,22/03/2015,1427007600.0
42544,2014-15,30,Sporting de Gijon,Recreativo de Huelva,1,1,22/03/2015,1427007600.0
42545,2014-15,30,Girona,Sabadell,0,0,22/03/2015,1427007600.0
42546,2014-15,30,Tenerife,Osasuna,2,1,22/03/2015,1427007600.0
42547,2014-15,30,Ponferradina,Valladolid,2,0,22/03/2015,1427007600.0
42548,2014-15,31,Leganes,Numancia,0,0,28/03/2015,1427526000.0
42549,2014-15,31,Llagostera,Lugo,3,2,28/03/2015,1427526000.0
42550,2014-15,31,Alaves,Racing de Santander,2,1,28/03/2015,1427526000.0
42551,2014-15,31,Valladolid,Albacete,0,1,28/03/2015,1427526000.0
42552,2014-15,31,Recreativo de Huelva,Betis,0,1,28/03/2015,1427526000.0
42553,2014-15,31,Las Palmas,Ponferradina,4,2,28/03/2015,1427526000.0
42554,2014-15,31,Osasuna,Sporting de Gijon,0,0,29/03/2015,1427612400.0
42555,2014-15,31,Mirandes,Girona,0,1,29/03/2015,1427612400.0
42556,2014-15,31,Real Zaragoza,Alcorcon,1,1,29/03/2015,1427612400.0
42557,2014-15,31,Barcelona Atl̬tic,Tenerife,2,2,29/03/2015,1427612400.0
42558,2014-15,31,Sabadell,Mallorca,1,1,29/03/2015,1427612400.0
42559,2014-15,32,Mirandes,Sabadell,0,0,04/04/2015,1428130800.0
42560,2014-15,32,Girona,Valladolid,2,1,04/04/2015,1428130800.0
42561,2014-15,32,Lugo,Mallorca,4,0,04/04/2015,1428130800.0
42562,2014-15,32,Albacete,Las Palmas,1,0,04/04/2015,1428130800.0
42563,2014-15,32,Betis,Osasuna,3,0,05/04/2015,1428217200.0
42564,2014-15,32,Ponferradina,Leganes,1,1,05/04/2015,1428217200.0
42565,2014-15,32,Sporting de Gijon,Barcelona Atl̬tic,0,0,05/04/2015,1428217200.0
42566,2014-15,32,Tenerife,Real Zaragoza,1,1,05/04/2015,1428217200.0
42567,2014-15,32,Numancia,Recreativo de Huelva,1,2,05/04/2015,1428217200.0
42568,2014-15,32,Racing de Santander,Llagostera,0,2,05/04/2015,1428217200.0
42569,2014-15,32,Alcorcon,Alaves,0,1,05/04/2015,1428217200.0
42570,2014-15,33,Mallorca,Racing de Santander,2,3,11/04/2015,1428735600.0
42571,2014-15,33,Sabadell,Lugo,2,1,11/04/2015,1428735600.0
42572,2014-15,33,Real Zaragoza,Sporting de Gijon,1,1,11/04/2015,1428735600.0
42573,2014-15,33,Valladolid,Mirandes,2,1,11/04/2015,1428735600.0
42574,2014-15,33,Llagostera,Alcorcon,0,0,11/04/2015,1428735600.0
42575,2014-15,33,Alaves,Tenerife,1,0,11/04/2015,1428735600.0
42576,2014-15,33,Las Palmas,Girona,2,0,12/04/2015,1428822000.0
42577,2014-15,33,Recreativo de Huelva,Ponferradina,0,1,12/04/2015,1428822000.0
42578,2014-15,33,Barcelona Atl̬tic,Betis,1,2,12/04/2015,1428822000.0
42579,2014-15,33,Osasuna,Numancia,1,1,12/04/2015,1428822000.0
42580,2014-15,33,Leganes,Albacete,2,0,12/04/2015,1428822000.0
42581,2014-15,34,Girona,Leganes,2,1,18/04/2015,1429340400.0
42582,2014-15,34,Sporting de Gijon,Alaves,1,0,18/04/2015,1429340400.0
42583,2014-15,34,Ponferradina,Osasuna,1,0,18/04/2015,1429340400.0
42584,2014-15,34,Mirandes,Las Palmas,2,1,18/04/2015,1429340400.0
42585,2014-15,34,Racing de Santander,Lugo,1,0,18/04/2015,1429340400.0
42586,2014-15,34,Albacete,Recreativo de Huelva,3,1,18/04/2015,1429340400.0
42587,2014-15,34,Betis,Real Zaragoza,4,0,19/04/2015,1429426800.0
42588,2014-15,34,Alcorcon,Mallorca,0,0,19/04/2015,1429426800.0
42589,2014-15,34,Numancia,Barcelona Atl̬tic,1,0,19/04/2015,1429426800.0
42590,2014-15,34,Valladolid,Sabadell,0,0,19/04/2015,1429426800.0
42591,2014-15,34,Tenerife,Llagostera,0,0,19/04/2015,1429426800.0
42592,2014-15,35,Lugo,Alcorcon,0,0,25/04/2015,1429945200.0
42593,2014-15,35,Osasuna,Albacete,2,1,25/04/2015,1429945200.0
42594,2014-15,35,Alaves,Betis,1,2,25/04/2015,1429945200.0
42595,2014-15,35,Barcelona Atl̬tic,Ponferradina,2,1,25/04/2015,1429945200.0
42596,2014-15,35,Mallorca,Tenerife,2,1,25/04/2015,1429945200.0
42597,2014-15,35,Las Palmas,Valladolid,1,1,26/04/2015,1430031600.0
42598,2014-15,35,Sabadell,Racing de Santander,3,2,26/04/2015,1430031600.0
42599,2014-15,35,Llagostera,Sporting de Gijon,0,0,26/04/2015,1430031600.0
42600,2014-15,35,Recreativo de Huelva,Girona,0,3,26/04/2015,1430031600.0
42601,2014-15,35,Real Zaragoza,Numancia,1,0,26/04/2015,1430031600.0
42602,2014-15,35,Leganes,Mirandes,0,0,26/04/2015,1430031600.0
42603,2014-15,36,Alcorcon,Racing de Santander,2,0,02/05/2015,1430550000.0
42604,2014-15,36,Numancia,Alaves,1,0,02/05/2015,1430550000.0
42605,2014-15,36,Betis,Llagostera,2,2,02/05/2015,1430550000.0
42606,2014-15,36,Girona,Osasuna,3,0,02/05/2015,1430550000.0
42607,2014-15,36,Las Palmas,Sabadell,2,0,02/05/2015,1430550000.0
42608,2014-15,36,Ponferradina,Real Zaragoza,1,1,03/05/2015,1430636400.0
42609,2014-15,36,Sporting de Gijon,Mallorca,1,0,03/05/2015,1430636400.0
42610,2014-15,36,Tenerife,Lugo,1,1,03/05/2015,1430636400.0
42611,2014-15,36,Valladolid,Leganes,2,0,03/05/2015,1430636400.0
42612,2014-15,36,Albacete,Barcelona Atl̬tic,2,1,03/05/2015,1430636400.0
42613,2014-15,36,Mirandes,Recreativo de Huelva,2,1,03/05/2015,1430636400.0
42614,2014-15,37,Barcelona Atl̬tic,Girona,2,4,09/05/2015,1431154800.0
42615,2014-15,37,Sabadell,Alcorcon,0,1,09/05/2015,1431154800.0
42616,2014-15,37,Lugo,Sporting de Gijon,1,2,09/05/2015,1431154800.0
42617,2014-15,37,Recreativo de Huelva,Valladolid,0,3,09/05/2015,1431154800.0
42618,2014-15,37,Leganes,Las Palmas,2,1,09/05/2015,1431154800.0
42619,2014-15,37,Mallorca,Betis,1,2,10/05/2015,1431241200.0
42620,2014-15,37,Llagostera,Numancia,0,0,10/05/2015,1431241200.0
42621,2014-15,37,Osasuna,Mirandes,2,0,10/05/2015,1431241200.0
42622,2014-15,37,Real Zaragoza,Albacete,3,1,10/05/2015,1431241200.0
42623,2014-15,37,Racing de Santander,Tenerife,1,0,10/05/2015,1431241200.0
42624,2014-15,37,Alaves,Ponferradina,2,1,10/05/2015,1431241200.0
42625,2014-15,38,Albacete,Alaves,2,3,16/05/2015,1431759600.0
42626,2014-15,38,Leganes,Sabadell,1,1,16/05/2015,1431759600.0
42627,2014-15,38,Sporting de Gijon,Racing de Santander,3,1,16/05/2015,1431759600.0
42628,2014-15,38,Valladolid,Osasuna,1,1,16/05/2015,1431759600.0
42629,2014-15,38,Las Palmas,Recreativo de Huelva,3,0,16/05/2015,1431759600.0
42630,2014-15,38,Numancia,Mallorca,1,2,16/05/2015,1431759600.0
42631,2014-15,38,Mirandes,Barcelona Atl̬tic,2,3,16/05/2015,1431759600.0
42632,2014-15,38,Girona,Real Zaragoza,1,1,17/05/2015,1431846000.0
42633,2014-15,38,Ponferradina,Llagostera,0,1,17/05/2015,1431846000.0
42634,2014-15,38,Betis,Lugo,5,1,17/05/2015,1431846000.0
42635,2014-15,38,Tenerife,Alcorcon,1,1,17/05/2015,1431846000.0
42636,2014-15,39,Barcelona Atl̬tic,Valladolid,1,3,19/05/2015,1432018800.0
42637,2014-15,39,Osasuna,Las Palmas,1,2,19/05/2015,1432018800.0
42638,2014-15,39,Alcorcon,Sporting de Gijon,0,0,20/05/2015,1432105200.0
42639,2014-15,39,Mallorca,Ponferradina,1,0,20/05/2015,1432105200.0
42640,2014-15,39,Recreativo de Huelva,Leganes,1,0,20/05/2015,1432105200.0
42641,2014-15,39,Lugo,Numancia,1,1,20/05/2015,1432105200.0
42642,2014-15,39,Alaves,Girona,0,3,20/05/2015,1432105200.0
42643,2014-15,39,Sabadell,Tenerife,1,3,20/05/2015,1432105200.0
42644,2014-15,39,Real Zaragoza,Mirandes,0,1,20/05/2015,1432105200.0
42645,2014-15,39,Racing de Santander,Betis,2,4,21/05/2015,1432191600.0
42646,2014-15,39,Llagostera,Albacete,2,3,21/05/2015,1432191600.0
42647,2014-15,40,Mirandes,Alaves,3,0,23/05/2015,1432364400.0
