Partido,Temporada,Jornada,Local,Visitante,Goles Local,Goles Visitante,Fecha,Timestamp
3144,1952-53,21,Real Madrid,Athletic Club,3,2,22/02/1953,-531936000.0
3145,1952-53,21,Sevilla,Deportivo,6,2,22/02/1953,-531936000.0
3146,1952-53,21,Real Zaragoza,Atletico Aviacion,4,2,22/02/1953,-531936000.0
3147,1952-53,22,Athletic Club,Espanyol,1,0,01/03/1953,-531331200.0
3148,1952-53,22,Atletico Aviacion,Real Sociedad,4,3,01/03/1953,-531331200.0
3149,1952-53,22,Barcelona,Real Zaragoza,8,0,01/03/1953,-531331200.0
3150,1952-53,22,Deportivo,Real Madrid,0,2,01/03/1953,-531331200.0
3151,1952-53,22,CD Malaga,Celta de Vigo,2,1,01/03/1953,-531331200.0
3152,1952-53,22,Racing de Santander,Sporting de Gijon,0,1,01/03/1953,-531331200.0
3153,1952-53,22,Real Oviedo,Sevilla,2,0,01/03/1953,-531331200.0
3154,1952-53,22,Valladolid,Valencia,2,0,01/03/1953,-531331200.0
3155,1952-53,23,Celta de Vigo,Atletico Aviacion,3,2,08/03/1953,-530726400.0
3156,1952-53,23,Espanyol,Deportivo,7,1,08/03/1953,-530726400.0
3157,1952-53,23,Sporting de Gijon,Valladolid,1,0,08/03/1953,-530726400.0
3158,1952-53,23,Real Sociedad,Barcelona,0,2,08/03/1953,-530726400.0
3159,1952-53,23,Real Madrid,Real Oviedo,3,2,08/03/1953,-530726400.0
3160,1952-53,23,Sevilla,CD Malaga,2,0,08/03/1953,-530726400.0
3161,1952-53,23,Valencia,Athletic Club,3,1,08/03/1953,-530726400.0
3162,1952-53,23,Real Zaragoza,Racing de Santander,4,0,08/03/1953,-530726400.0
3163,1952-53,24,Athletic Club,Valladolid,4,2,15/03/1953,-530121600.0
3164,1952-53,24,Atletico Aviacion,Sevilla,4,2,15/03/1953,-530121600.0
3165,1952-53,24,Barcelona,Celta de Vigo,4,0,15/03/1953,-530121600.0
3166,1952-53,24,Deportivo,Valencia,1,2,15/03/1953,-530121600.0
3167,1952-53,24,CD Malaga,Real Madrid,6,0,15/03/1953,-530121600.0
3168,1952-53,24,Racing de Santander,Real Sociedad,1,1,15/03/1953,-530121600.0
3169,1952-53,24,Real Oviedo,Espanyol,1,0,15/03/1953,-530121600.0
3170,1952-53,24,Real Zaragoza,Sporting de Gijon,0,0,15/03/1953,-530121600.0
3171,1952-53,25,Celta de Vigo,Racing de Santander,1,1,22/03/1953,-529516800.0
3172,1952-53,25,Espanyol,CD Malaga,2,1,22/03/1953,-529516800.0
3173,1952-53,25,Sporting de Gijon,Athletic Club,1,2,22/03/1953,-529516800.0
3174,1952-53,25,Real Sociedad,Real Zaragoza,1,1,22/03/1953,-529516800.0
3175,1952-53,25,Real Madrid,Atletico Aviacion,2,0,22/03/1953,-529516800.0
3176,1952-53,25,Sevilla,Barcelona,4,2,22/03/1953,-529516800.0
3177,1952-53,25,Valencia,Real Oviedo,4,0,22/03/1953,-529516800.0
3178,1952-53,25,Valladolid,Deportivo,4,0,22/03/1953,-529516800.0
3179,1952-53,26,Atletico Aviacion,Espanyol,4,1,05/04/1953,-528307200.0
3180,1952-53,26,Barcelona,Real Madrid,1,0,05/04/1953,-528307200.0
3181,1952-53,26,Deportivo,Athletic Club,3,2,05/04/1953,-528307200.0
3182,1952-53,26,CD Malaga,Valencia,3,3,05/04/1953,-528307200.0
3183,1952-53,26,Racing de Santander,Sevilla,4,1,05/04/1953,-528307200.0
3184,1952-53,26,Real Sociedad,Sporting de Gijon,0,0,05/04/1953,-528307200.0
3185,1952-53,26,Real Oviedo,Valladolid,6,3,05/04/1953,-528307200.0
3186,1952-53,26,Real Zaragoza,Celta de Vigo,3,1,05/04/1953,-528307200.0
3187,1952-53,27,Athletic Club,Real Oviedo,3,3,12/04/1953,-527702400.0
3188,1952-53,27,Celta de Vigo,Real Sociedad,3,0,12/04/1953,-527702400.0
3189,1952-53,27,Espanyol,Barcelona,0,2,12/04/1953,-527702400.0
3190,1952-53,27,Sporting de Gijon,Deportivo,4,1,12/04/1953,-527702400.0
3191,1952-53,27,Real Madrid,Racing de Santander,2,1,12/04/1953,-527702400.0
3192,1952-53,27,Sevilla,Real Zaragoza,5,2,12/04/1953,-527702400.0
3193,1952-53,27,Valencia,Atletico Aviacion,1,2,12/04/1953,-527702400.0
3194,1952-53,27,Valladolid,CD Malaga,2,1,12/04/1953,-527702400.0
3195,1952-53,28,Atletico Aviacion,Valladolid,2,2,19/04/1953,-527097600.0
3196,1952-53,28,Barcelona,Valencia,2,1,19/04/1953,-527097600.0
3197,1952-53,28,Celta de Vigo,Sporting de Gijon,3,0,19/04/1953,-527097600.0
3198,1952-53,28,CD Malaga,Athletic Club,1,0,19/04/1953,-527097600.0
3199,1952-53,28,Racing de Santander,Espanyol,2,1,19/04/1953,-527097600.0
3200,1952-53,28,Real Sociedad,Sevilla,1,1,19/04/1953,-527097600.0
3201,1952-53,28,Real Oviedo,Deportivo,3,3,19/04/1953,-527097600.0
3202,1952-53,28,Real Zaragoza,Real Madrid,0,3,19/04/1953,-527097600.0
3203,1952-53,29,Athletic Club,Atletico Aviacion,5,0,26/04/1953,-526492800.0
3204,1952-53,29,Deportivo,CD Malaga,1,0,26/04/1953,-526492800.0
3205,1952-53,29,Espanyol,Real Zaragoza,3,2,26/04/1953,-526492800.0
3206,1952-53,29,Real Madrid,Real Sociedad,5,0,26/04/1953,-526492800.0
3207,1952-53,29,Real Oviedo,Sporting de Gijon,2,4,26/04/1953,-526492800.0
3208,1952-53,29,Sevilla,Celta de Vigo,4,2,26/04/1953,-526492800.0
3209,1952-53,29,Valencia,Racing de Santander,7,1,26/04/1953,-526492800.0
3210,1952-53,29,Valladolid,Barcelona,0,1,26/04/1953,-526492800.0
3211,1952-53,30,Atletico Aviacion,Deportivo,4,1,03/05/1953,-525891600.0
3212,1952-53,30,Barcelona,Athletic Club,3,2,03/05/1953,-525891600.0
3213,1952-53,30,Celta de Vigo,Real Madrid,2,1,03/05/1953,-525891600.0
3214,1952-53,30,Sporting de Gijon,Sevilla,1,0,03/05/1953,-525891600.0
3215,1952-53,30,CD Malaga,Real Oviedo,4,2,03/05/1953,-525891600.0
3216,1952-53,30,Racing de Santander,Valladolid,2,2,03/05/1953,-525891600.0
3217,1952-53,30,Real Sociedad,Espanyol,2,1,03/05/1953,-525891600.0
3218,1952-53,30,Real Zaragoza,Valencia,0,2,03/05/1953,-525891600.0
3219,1953-54,1,Celta de Vigo,Racing de Santander,1,2,13/09/1953,-514400400.0
3220,1953-54,1,Espanyol,Atletico Aviacion,3,1,13/09/1953,-514400400.0
3221,1953-54,1,Sporting de Gijon,Real Oviedo,0,0,13/09/1953,-514400400.0
3222,1953-54,1,Jaen,Sevilla,3,1,13/09/1953,-514400400.0
3223,1953-54,1,Real Sociedad,Barcelona,0,3,13/09/1953,-514400400.0
3224,1953-54,1,Real Madrid,Osasuna,2,0,13/09/1953,-514400400.0
3225,1953-54,1,Valencia,Athletic Club,3,0,13/09/1953,-514400400.0
3226,1953-54,1,Valladolid,Deportivo,2,1,13/09/1953,-514400400.0
3227,1953-54,2,Athletic Club,Real Madrid,2,3,20/09/1953,-513795600.0
3228,1953-54,2,Atletico Aviacion,Real Sociedad,1,1,20/09/1953,-513795600.0
3229,1953-54,2,Barcelona,Jaen,6,2,20/09/1953,-513795600.0
3230,1953-54,2,Deportivo,Sporting de Gijon,2,1,20/09/1953,-513795600.0
3231,1953-54,2,Osasuna,Espanyol,2,3,20/09/1953,-513795600.0
3232,1953-54,2,Racing de Santander,Valencia,3,1,20/09/1953,-513795600.0
3233,1953-54,2,Real Oviedo,Celta de Vigo,0,1,20/09/1953,-513795600.0
3234,1953-54,2,Sevilla,Valladolid,3,1,20/09/1953,-513795600.0
3235,1953-54,3,Celta de Vigo,Deportivo,3,1,27/09/1953,-513190800.0
3236,1953-54,3,Espanyol,Real Sociedad,1,1,27/09/1953,-513190800.0
3237,1953-54,3,Sporting de Gijon,Sevilla,3,1,27/09/1953,-513190800.0
3238,1953-54,3,Jaen,Atletico Aviacion,1,0,27/09/1953,-513190800.0
3239,1953-54,3,Osasuna,Athletic Club,3,2,27/09/1953,-513190800.0
3240,1953-54,3,Real Madrid,Racing de Santander,4,2,27/09/1953,-513190800.0
3241,1953-54,3,Valencia,Real Oviedo,3,0,27/09/1953,-513190800.0
3242,1953-54,3,Valladolid,Barcelona,2,2,27/09/1953,-513190800.0
3243,1953-54,4,Athletic Club,Espanyol,0,0,04/10/1953,-512582400.0
3244,1953-54,4,Atletico Aviacion,Valladolid,1,2,04/10/1953,-512582400.0
3245,1953-54,4,Barcelona,Sporting de Gijon,3,1,04/10/1953,-512582400.0
3246,1953-54,4,Deportivo,Valencia,1,1,04/10/1953,-512582400.0
3247,1953-54,4,Racing de Santander,Osasuna,3,0,04/10/1953,-512582400.0
3248,1953-54,4,Real Sociedad,Jaen,2,1,04/10/1953,-512582400.0
3249,1953-54,4,Real Oviedo,Real Madrid,0,4,04/10/1953,-512582400.0
3250,1953-54,4,Sevilla,Celta de Vigo,1,0,04/10/1953,-512582400.0
3251,1953-54,5,Athletic Club,Racing de Santander,5,1,11/10/1953,-511977600.0
3252,1953-54,5,Celta de Vigo,Barcelona,0,0,11/10/1953,-511977600.0
3253,1953-54,5,Espanyol,Jaen,1,2,11/10/1953,-511977600.0
3254,1953-54,5,Sporting de Gijon,Atletico Aviacion,4,2,11/10/1953,-511977600.0
3255,1953-54,5,Osasuna,Real Oviedo,1,2,11/10/1953,-511977600.0
3256,1953-54,5,Real Madrid,Deportivo,2,1,11/10/1953,-511977600.0
3257,1953-54,5,Valencia,Sevilla,2,3,11/10/1953,-511977600.0
3258,1953-54,5,Valladolid,Real Sociedad,2,0,11/10/1953,-511977600.0
3259,1953-54,6,Atletico Aviacion,Celta de Vigo,5,0,18/10/1953,-511372800.0
3260,1953-54,6,Barcelona,Valencia,2,0,18/10/1953,-511372800.0
3261,1953-54,6,Deportivo,Osasuna,1,0,18/10/1953,-511372800.0
3262,1953-54,6,Jaen,Valladolid,4,2,18/10/1953,-511372800.0
3263,1953-54,6,Racing de Santander,Espanyol,2,1,18/10/1953,-511372800.0
3264,1953-54,6,Real Sociedad,Sporting de Gijon,1,2,18/10/1953,-511372800.0
3265,1953-54,6,Real Oviedo,Athletic Club,0,1,18/10/1953,-511372800.0
3266,1953-54,6,Sevilla,Real Madrid,2,1,18/10/1953,-511372800.0
3267,1953-54,7,Athletic Club,Deportivo,3,0,25/10/1953,-510768000.0
3268,1953-54,7,Celta de Vigo,Real Sociedad,0,1,25/10/1953,-510768000.0
3269,1953-54,7,Espanyol,Valladolid,4,1,25/10/1953,-510768000.0
3270,1953-54,7,Sporting de Gijon,Jaen,2,1,25/10/1953,-510768000.0
3271,1953-54,7,Osasuna,Sevilla,1,0,25/10/1953,-510768000.0
3272,1953-54,7,Racing de Santander,Real Oviedo,1,1,25/10/1953,-510768000.0
3273,1953-54,7,Real Madrid,Barcelona,5,0,25/10/1953,-510768000.0
3274,1953-54,7,Valencia,Atletico Aviacion,4,1,25/10/1953,-510768000.0
3275,1953-54,8,Atletico Aviacion,Real Madrid,3,4,01/11/1953,-510163200.0
3276,1953-54,8,Barcelona,Osasuna,1,0,01/11/1953,-510163200.0
3277,1953-54,8,Deportivo,Racing de Santander,4,2,01/11/1953,-510163200.0
3278,1953-54,8,Jaen,Celta de Vigo,3,2,01/11/1953,-510163200.0
3279,1953-54,8,Real Sociedad,Valencia,0,3,01/11/1953,-510163200.0
3280,1953-54,8,Real Oviedo,Espanyol,1,1,01/11/1953,-510163200.0
3281,1953-54,8,Sevilla,Athletic Club,3,1,01/11/1953,-510163200.0
3282,1953-54,8,Valladolid,Sporting de Gijon,4,1,01/11/1953,-510163200.0
3283,1953-54,9,Athletic Club,Barcelona,2,1,15/11/1953,-508953600.0
3284,1953-54,9,Celta de Vigo,Valladolid,2,1,15/11/1953,-508953600.0
3285,1953-54,9,Espanyol,Sporting de Gijon,3,0,15/11/1953,-508953600.0
3286,1953-54,9,Osasuna,Atletico Aviacion,3,1,15/11/1953,-508953600.0
3287,1953-54,9,Racing de Santander,Sevilla,2,1,15/11/1953,-508953600.0
3288,1953-54,9,Real Madrid,Real Sociedad,1,1,15/11/1953,-508953600.0
3289,1953-54,9,Real Oviedo,Deportivo,0,1,15/11/1953,-508953600.0
3290,1953-54,9,Valencia,Jaen,4,0,15/11/1953,-508953600.0
3291,1953-54,10,Atletico Aviacion,Athletic Club,2,5,22/11/1953,-508348800.0
3292,1953-54,10,Barcelona,Racing de Santander,6,0,22/11/1953,-508348800.0
3293,1953-54,10,Deportivo,Espanyol,1,0,22/11/1953,-508348800.0
3294,1953-54,10,Sporting de Gijon,Celta de Vigo,1,0,22/11/1953,-508348800.0
3295,1953-54,10,Jaen,Real Madrid,1,2,22/11/1953,-508348800.0
3296,1953-54,10,Real Sociedad,Osasuna,2,0,22/11/1953,-508348800.0
3297,1953-54,10,Sevilla,Real Oviedo,2,1,22/11/1953,-508348800.0
3298,1953-54,10,Valladolid,Valencia,3,2,22/11/1953,-508348800.0
3299,1953-54,11,Athletic Club,Real Sociedad,1,3,29/11/1953,-507744000.0
3300,1953-54,11,Deportivo,Sevilla,0,1,29/11/1953,-507744000.0
3301,1953-54,11,Espanyol,Celta de Vigo,4,0,29/11/1953,-507744000.0
3302,1953-54,11,Osasuna,Jaen,2,0,29/11/1953,-507744000.0
3303,1953-54,11,Racing de Santander,Atletico Aviacion,2,2,29/11/1953,-507744000.0
3304,1953-54,11,Real Madrid,Valladolid,1,2,29/11/1953,-507744000.0
3305,1953-54,11,Real Oviedo,Barcelona,3,0,29/11/1953,-507744000.0
3306,1953-54,11,Valencia,Sporting de Gijon,8,0,29/11/1953,-507744000.0
3307,1953-54,12,Atletico Aviacion,Real Oviedo,1,0,06/12/1953,-507139200.0
3308,1953-54,12,Barcelona,Deportivo,6,1,06/12/1953,-507139200.0
3309,1953-54,12,Celta de Vigo,Valencia,3,4,06/12/1953,-507139200.0
3310,1953-54,12,Sporting de Gijon,Real Madrid,1,1,06/12/1953,-507139200.0
3311,1953-54,12,Jaen,Athletic Club,1,3,06/12/1953,-507139200.0
3312,1953-54,12,Real Sociedad,Racing de Santander,1,2,06/12/1953,-507139200.0
3313,1953-54,12,Sevilla,Espanyol,3,1,06/12/1953,-507139200.0
3314,1953-54,12,Valladolid,Osasuna,2,1,06/12/1953,-507139200.0
3315,1953-54,13,Athletic Club,Valladolid,2,1,13/12/1953,-506534400.0
3316,1953-54,13,Deportivo,Atletico Aviacion,1,0,13/12/1953,-506534400.0
3317,1953-54,13,Espanyol,Valencia,2,1,13/12/1953,-506534400.0
3318,1953-54,13,Osasuna,Sporting de Gijon,3,2,13/12/1953,-506534400.0
3319,1953-54,13,Racing de Santander,Jaen,3,1,13/12/1953,-506534400.0
3320,1953-54,13,Real Madrid,Celta de Vigo,3,0,13/12/1953,-506534400.0
3321,1953-54,13,Real Oviedo,Real Sociedad,1,3,13/12/1953,-506534400.0
3322,1953-54,13,Sevilla,Barcelona,3,1,13/12/1953,-506534400.0
3323,1953-54,14,Atletico Aviacion,Sevilla,2,1,20/12/1953,-505929600.0
3324,1953-54,14,Celta de Vigo,Osasuna,5,2,20/12/1953,-505929600.0
3325,1953-54,14,Espanyol,Barcelona,0,1,20/12/1953,-505929600.0
3326,1953-54,14,Sporting de Gijon,Athletic Club,1,2,20/12/1953,-505929600.0
3327,1953-54,14,Jaen,Real Oviedo,2,2,20/12/1953,-505929600.0
3328,1953-54,14,Real Sociedad,Deportivo,4,1,20/12/1953,-505929600.0
3329,1953-54,14,Valencia,Real Madrid,0,0,20/12/1953,-505929600.0
3330,1953-54,14,Valladolid,Racing de Santander,1,1,20/12/1953,-505929600.0
3331,1953-54,15,Athletic Club,Celta de Vigo,5,1,27/12/1953,-505324800.0
3332,1953-54,15,Barcelona,Atletico Aviacion,1,1,27/12/1953,-505324800.0
3333,1953-54,15,Deportivo,Jaen,6,0,27/12/1953,-505324800.0
3334,1953-54,15,Osasuna,Valencia,2,2,27/12/1953,-505324800.0
3335,1953-54,15,Racing de Santander,Sporting de Gijon,3,1,27/12/1953,-505324800.0
3336,1953-54,15,Real Madrid,Espanyol,4,3,27/12/1953,-505324800.0
3337,1953-54,15,Real Oviedo,Valladolid,3,1,27/12/1953,-505324800.0
3338,1953-54,15,Sevilla,Real Sociedad,5,0,27/12/1953,-505324800.0
3339,1953-54,16,Athletic Club,Valencia,1,2,10/01/1954,-504115200.0
3340,1953-54,16,Atletico Aviacion,Espanyol,2,2,10/01/1954,-504115200.0
3341,1953-54,16,Barcelona,Real Sociedad,6,0,10/01/1954,-504115200.0
3342,1953-54,16,Deportivo,Valladolid,1,1,10/01/1954,-504115200.0
3343,1953-54,16,Osasuna,Real Madrid,1,1,10/01/1954,-504115200.0
3344,1953-54,16,Racing de Santander,Celta de Vigo,1,0,10/01/1954,-504115200.0
3345,1953-54,16,Real Oviedo,Sporting de Gijon,1,0,10/01/1954,-504115200.0
3346,1953-54,16,Sevilla,Jaen,5,2,10/01/1954,-504115200.0
3347,1953-54,17,Celta de Vigo,Real Oviedo,2,1,17/01/1954,-503510400.0
3348,1953-54,17,Espanyol,Osasuna,1,0,17/01/1954,-503510400.0
3349,1953-54,17,Sporting de Gijon,Deportivo,2,3,17/01/1954,-503510400.0
3350,1953-54,17,Jaen,Barcelona,2,2,17/01/1954,-503510400.0
3351,1953-54,17,Real Sociedad,Atletico Aviacion,1,1,17/01/1954,-503510400.0
3352,1953-54,17,Real Madrid,Athletic Club,2,3,17/01/1954,-503510400.0
3353,1953-54,17,Valencia,Racing de Santander,4,1,17/01/1954,-503510400.0
3354,1953-54,17,Valladolid,Sevilla,1,0,17/01/1954,-503510400.0
3355,1953-54,18,Athletic Club,Osasuna,0,1,24/01/1954,-502905600.0
3356,1953-54,18,Atletico Aviacion,Jaen,6,1,24/01/1954,-502905600.0
3357,1953-54,18,Barcelona,Valladolid,4,1,24/01/1954,-502905600.0
3358,1953-54,18,Deportivo,Celta de Vigo,0,0,24/01/1954,-502905600.0
3359,1953-54,18,Racing de Santander,Real Madrid,1,1,24/01/1954,-502905600.0
3360,1953-54,18,Real Sociedad,Espanyol,2,0,24/01/1954,-502905600.0
3361,1953-54,18,Real Oviedo,Valencia,2,1,24/01/1954,-502905600.0
3362,1953-54,18,Sevilla,Sporting de Gijon,6,3,24/01/1954,-502905600.0
3363,1953-54,19,Celta de Vigo,Sevilla,2,0,31/01/1954,-502300800.0
3364,1953-54,19,Espanyol,Athletic Club,0,0,31/01/1954,-502300800.0
3365,1953-54,19,Sporting de Gijon,Barcelona,0,1,31/01/1954,-502300800.0
3366,1953-54,19,Jaen,Real Sociedad,1,1,31/01/1954,-502300800.0
3367,1953-54,19,Osasuna,Racing de Santander,2,1,31/01/1954,-502300800.0
3368,1953-54,19,Real Madrid,Real Oviedo,1,0,31/01/1954,-502300800.0
3369,1953-54,19,Valencia,Deportivo,2,0,31/01/1954,-502300800.0
3370,1953-54,19,Valladolid,Atletico Aviacion,1,3,31/01/1954,-502300800.0
3371,1953-54,20,Atletico Aviacion,Sporting de Gijon,4,1,07/02/1954,-501696000.0
3372,1953-54,20,Barcelona,Celta de Vigo,4,2,07/02/1954,-501696000.0
3373,1953-54,20,Deportivo,Real Madrid,2,2,07/02/1954,-501696000.0
3374,1953-54,20,Jaen,Espanyol,3,0,07/02/1954,-501696000.0
3375,1953-54,20,Racing de Santander,Athletic Club,1,1,07/02/1954,-501696000.0
3376,1953-54,20,Real Sociedad,Valladolid,1,0,07/02/1954,-501696000.0
3377,1953-54,20,Sevilla,Valencia,1,1,07/02/1954,-501696000.0
3378,1953-54,20,Real Oviedo,Osasuna,3,0,09/02/1954,-501523200.0
3379,1953-54,21,Athletic Club,Real Oviedo,4,0,14/02/1954,-501091200.0
3380,1953-54,21,Celta de Vigo,Atletico Aviacion,1,0,14/02/1954,-501091200.0
3381,1953-54,21,Espanyol,Racing de Santander,0,0,14/02/1954,-501091200.0
3382,1953-54,21,Sporting de Gijon,Real Sociedad,0,1,14/02/1954,-501091200.0
3383,1953-54,21,Osasuna,Deportivo,3,2,14/02/1954,-501091200.0
3384,1953-54,21,Real Madrid,Sevilla,1,0,14/02/1954,-501091200.0
3385,1953-54,21,Valencia,Barcelona,1,0,14/02/1954,-501091200.0
3386,1953-54,21,Valladolid,Jaen,3,0,14/02/1954,-501091200.0
3387,1953-54,22,Atletico Aviacion,Valencia,3,0,21/02/1954,-500486400.0
3388,1953-54,22,Barcelona,Real Madrid,5,1,21/02/1954,-500486400.0
3389,1953-54,22,Deportivo,Athletic Club,2,0,21/02/1954,-500486400.0
3390,1953-54,22,Jaen,Sporting de Gijon,6,1,21/02/1954,-500486400.0
3391,1953-54,22,Real Sociedad,Celta de Vigo,4,4,21/02/1954,-500486400.0
3392,1953-54,22,Real Oviedo,Racing de Santander,2,1,21/02/1954,-500486400.0
3393,1953-54,22,Sevilla,Osasuna,2,1,21/02/1954,-500486400.0
3394,1953-54,22,Valladolid,Espanyol,0,2,21/02/1954,-500486400.0
3395,1953-54,23,Athletic Club,Sevilla,2,2,28/02/1954,-499881600.0
3396,1953-54,23,Celta de Vigo,Jaen,0,0,28/02/1954,-499881600.0
3397,1953-54,23,Espanyol,Real Oviedo,4,0,28/02/1954,-499881600.0
3398,1953-54,23,Sporting de Gijon,Valladolid,3,1,28/02/1954,-499881600.0
3399,1953-54,23,Osasuna,Barcelona,1,0,28/02/1954,-499881600.0
3400,1953-54,23,Racing de Santander,Deportivo,0,0,28/02/1954,-499881600.0
3401,1953-54,23,Real Madrid,Atletico Aviacion,2,1,28/02/1954,-499881600.0
3402,1953-54,23,Valencia,Real Sociedad,4,3,28/02/1954,-499881600.0
3403,1953-54,24,Atletico Aviacion,Osasuna,4,1,07/03/1954,-499276800.0
3404,1953-54,24,Barcelona,Athletic Club,2,0,07/03/1954,-499276800.0
3405,1953-54,24,Deportivo,Real Oviedo,2,1,07/03/1954,-499276800.0
3406,1953-54,24,Sporting de Gijon,Espanyol,0,1,07/03/1954,-499276800.0
3407,1953-54,24,Jaen,Valencia,3,1,07/03/1954,-499276800.0
3408,1953-54,24,Real Sociedad,Real Madrid,3,6,07/03/1954,-499276800.0
3409,1953-54,24,Sevilla,Racing de Santander,2,1,07/03/1954,-499276800.0
3410,1953-54,24,Valladolid,Celta de Vigo,0,3,07/03/1954,-499276800.0
3411,1953-54,25,Athletic Club,Atletico Aviacion,1,1,21/03/1954,-498067200.0
3412,1953-54,25,Celta de Vigo,Sporting de Gijon,5,2,21/03/1954,-498067200.0
3413,1953-54,25,Espanyol,Deportivo,2,0,21/03/1954,-498067200.0
3414,1953-54,25,Osasuna,Real Sociedad,2,1,21/03/1954,-498067200.0
3415,1953-54,25,Racing de Santander,Barcelona,4,3,21/03/1954,-498067200.0
3416,1953-54,25,Real Madrid,Jaen,6,0,21/03/1954,-498067200.0
3417,1953-54,25,Real Oviedo,Sevilla,3,1,21/03/1954,-498067200.0
3418,1953-54,25,Valencia,Valladolid,3,3,21/03/1954,-498067200.0
3419,1953-54,26,Atletico Aviacion,Racing de Santander,4,1,28/03/1954,-497462400.0
3420,1953-54,26,Barcelona,Real Oviedo,9,0,28/03/1954,-497462400.0
3421,1953-54,26,Celta de Vigo,Espanyol,1,0,28/03/1954,-497462400.0
3422,1953-54,26,Sporting de Gijon,Valencia,5,2,28/03/1954,-497462400.0
3423,1953-54,26,Jaen,Osasuna,5,3,28/03/1954,-497462400.0
3424,1953-54,26,Real Sociedad,Athletic Club,1,1,28/03/1954,-497462400.0
3425,1953-54,26,Sevilla,Deportivo,1,2,28/03/1954,-497462400.0
3426,1953-54,26,Valladolid,Real Madrid,4,3,28/03/1954,-497462400.0
3427,1953-54,27,Athletic Club,Jaen,0,0,04/04/1954,-496857600.0
3428,1953-54,27,Deportivo,Barcelona,1,0,04/04/1954,-496857600.0
3429,1953-54,27,Espanyol,Sevilla,3,2,04/04/1954,-496857600.0
3430,1953-54,27,Osasuna,Valladolid,4,0,04/04/1954,-496857600.0
3431,1953-54,27,Racing de Santander,Real Sociedad,4,2,04/04/1954,-496857600.0
3432,1953-54,27,Real Madrid,Sporting de Gijon,4,0,04/04/1954,-496857600.0
3433,1953-54,27,Real Oviedo,Atletico Aviacion,0,0,04/04/1954,-496857600.0
3434,1953-54,27,Valencia,Celta de Vigo,5,2,04/04/1954,-496857600.0
3435,1953-54,28,Atletico Aviacion,Deportivo,3,1,11/04/1954,-496252800.0
3436,1953-54,28,Barcelona,Sevilla,4,1,11/04/1954,-496252800.0
3437,1953-54,28,Celta de Vigo,Real Madrid,1,0,11/04/1954,-496252800.0
3438,1953-54,28,Sporting de Gijon,Osasuna,3,4,11/04/1954,-496252800.0
3439,1953-54,28,Jaen,Racing de Santander,4,2,11/04/1954,-496252800.0
3440,1953-54,28,Real Sociedad,Real Oviedo,1,0,11/04/1954,-496252800.0
3441,1953-54,28,Valencia,Espanyol,4,2,11/04/1954,-496252800.0
3442,1953-54,28,Valladolid,Athletic Club,2,2,11/04/1954,-496252800.0
3443,1953-54,29,Athletic Club,Sporting de Gijon,3,1,18/04/1954,-495648000.0
3444,1953-54,29,Barcelona,Espanyol,1,4,18/04/1954,-495648000.0
3445,1953-54,29,Deportivo,Real Sociedad,3,0,18/04/1954,-495648000.0
3446,1953-54,29,Osasuna,Celta de Vigo,2,2,18/04/1954,-495648000.0
3447,1953-54,29,Racing de Santander,Valladolid,1,3,18/04/1954,-495648000.0
3448,1953-54,29,Real Madrid,Valencia,4,0,18/04/1954,-495648000.0
3449,1953-54,29,Real Oviedo,Jaen,2,2,18/04/1954,-495648000.0
3450,1953-54,29,Sevilla,Atletico Aviacion,2,1,18/04/1954,-495648000.0
3451,1953-54,30,Atletico Aviacion,Barcelona,1,0,25/04/1954,-495043200.0
3452,1953-54,30,Celta de Vigo,Athletic Club,4,2,25/04/1954,-495043200.0
3453,1953-54,30,Espanyol,Real Madrid,2,1,25/04/1954,-495043200.0
3454,1953-54,30,Sporting de Gijon,Racing de Santander,3,5,25/04/1954,-495043200.0
3455,1953-54,30,Jaen,Deportivo,4,0,25/04/1954,-495043200.0
3456,1953-54,30,Real Sociedad,Sevilla,3,2,25/04/1954,-495043200.0
3457,1953-54,30,Valencia,Osasuna,1,1,25/04/1954,-495043200.0
3458,1953-54,30,Valladolid,Real Oviedo,3,2,25/04/1954,-495043200.0
3459,1954-55,1,Athletic Club,Alaves,4,0,12/09/1954,-482950800.0
3460,1954-55,1,Barcelona,Sevilla,4,2,12/09/1954,-482950800.0
3461,1954-55,1,Deportivo,Hercules,2,1,12/09/1954,-482950800.0
3462,1954-55,1,Las Palmas,Atletico Aviacion,4,1,12/09/1954,-482950800.0
3463,1954-55,1,CD Malaga,Celta de Vigo,0,0,12/09/1954,-482950800.0
3464,1954-55,1,Racing de Santander,Espanyol,3,1,12/09/1954,-482950800.0
3465,1954-55,1,Real Madrid,Valencia,1,2,12/09/1954,-482950800.0
3466,1954-55,1,Valladolid,Real Sociedad,1,0,12/09/1954,-482950800.0
3467,1954-55,2,Atletico Aviacion,CD Malaga,2,2,19/09/1954,-482346000.0
3468,1954-55,2,Celta de Vigo,Racing de Santander,2,1,19/09/1954,-482346000.0
3469,1954-55,2,Alaves,Barcelona,2,2,19/09/1954,-482346000.0
3470,1954-55,2,Espanyol,Athletic Club,1,3,19/09/1954,-482346000.0
3471,1954-55,2,Hercules,Valladolid,2,1,19/09/1954,-482346000.0
3472,1954-55,2,Real Sociedad,Real Madrid,1,3,19/09/1954,-482346000.0
3473,1954-55,2,Sevilla,Deportivo,3,2,19/09/1954,-482346000.0
